,Unnamed: 0,Tweet Text,label,preprocessed_tweet
783,BJ7lU3EBAAhePzzDnHEz,"Deberiamos realizar mínimo una #CuarentenaPorLaVida al año para mejorar no solo en aire en Bogotá, sino nuestro modelo acelarado de ""vida"" necesitamos #Reset para que el planeta y nosotros, vivamos mejor. RT @Ambientebogota: ¡Mejoramos! 💪🏻 Bogotá vuelve a tener sus 13 estaciones en condiciones moderadas 🟢. La reducción habitual de la emisiones durante el #SimulacroVital y los cambios en los vientos han disminuido el material particulado en la atmósfera de la ciudad. Reporte:",Positive,"deberiamos realizar mínimo una <hashtag> cuarentena por la vida </hashtag> al año para mejorar no solo en aire en bogotá , sino nuestro modelo acelarado de "" vida "" necesitamos <hashtag> reset </hashtag> para que el planeta y nosotros , vivamos mejor . rt <user> : ¡ mejoramos ! 💪 🏻 bogotá vuelve a tener sus <number> estaciones en condiciones moderadas 🟢 . la reducción habitual de la emisiones durante el <hashtag> simulacro vital </hashtag> y los cambios en los vientos han disminuido el material particulado en la atmósfera de la ciudad . reporte :"
784,BJ7lU3EBAAhePzzDqqP1,La felicidad de saber que por fin veré al amorrrrr. >&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;😍😍😍,Positive,la felicidad de saber que por fin veré al amor <elongated> . > > > > > > > > > > > > > 😍 😍 😍
785,BJ7lU3EBAAhePzzDrKZE,"#BogotáEmprendedora | @bienestapp es una plataforma digital que ofrece servicios para su bienestar en casa en cualquier momento, desde entrenamiento físico y meditación hasta clases de baile. Durante el aislamiento representa una herramienta provechosa",Practice_sports,"<hashtag> bogotá emprendedora </hashtag> | <user> es una plataforma digital que ofrece servicios para su bienestar en casa en cualquier momento , desde entrenamiento físico y meditación hasta clases de baile . durante el aislamiento representa una herramienta provechosa"
786,BZ7lU3EBAAhePzzDoIDR,Buenos días Que rutina de entrenamiento me recomiendan para hoy?,Practice_sports,buenos días que rutina de entrenamiento me recomiendan para hoy ?
787,BZ7lU3EBAAhePzzDoojQ,"¡Estamos entregando! RT @ChangoRasta: Para los que les gusta el tabaco, lo natural y lo colombiano y no conocen Mito. El martes es la última vez que repartimos no sabemos en cuánto tiempo. Aprovechen, pruébenlo, aprovisiónense; el tabaquito es excelente compañía para estos días.",Other,"¡ estamos entregando ! rt <user> : para los que les gusta el tabaco , lo natural y lo colombiano y no conocen mito . el martes es la última vez que repartimos no sabemos en cuánto tiempo . aprovechen , pruébenlo , aprovisiónense ; el tabaquito es excelente compañía para estos días ."
788,BZ7lU3EBAAhePzzDq6S_,Lidiando con un ataque de pánico y ansiedad 😔,Negative,lidiando con un ataque de pánico y ansiedad 😔
789,BZ7lU3EBAAhePzzDq6W_,"Mi súper crush del gimnasio me retó a una vaina imposible. O sea lo quiero hacer porque quiero mostrarle que soy muy fit y la vaina, peeero no quiero morir en el intento.",Practice_sports,"mi súper crush del gimnasio me retó a una vaina imposible . o sea lo quiero hacer porque quiero mostrarle que soy muy fit y la vaina , pero <elongated> no quiero morir en el intento ."
790,BZ7lU3EBAAhePzzDqqP1,Como me gustaría compartir esta felicidad y nostalgia que siento! De verdad esto es realmente importante!!!!,Positive,como me gustaría compartir esta felicidad y nostalgia que siento ! de verdad esto es realmente importante ! <repeated>
791,BZ7lU3EBAAhePzzDrKZE,Alimentación y entrenamiento funcional. El objetivo principal del entrenamiento funcional es mejorar su condición física para sus actividades cotidianas... #vitalmentehome #fitness #nutrition #vitalmente #sports,Practice_sports,alimentación y entrenamiento funcional . el objetivo principal del entrenamiento funcional es mejorar su condición física para sus actividades cotidianas . <repeated> <hashtag> vital mente home </hashtag> <hashtag> fitness </hashtag> <hashtag> nutrition </hashtag> <hashtag> vital mente </hashtag> <hashtag> sports </hashtag>
792,Bp7lU3EBAAhePzzDqqP1,La felicidad está en estos pequeños momentos con mi familia.,Positive,la felicidad está en estos pequeños momentos con mi familia .
793,Bp7lU3EBAAhePzzDrKZE,"Si estas buscando reducir la fatiga, rendir más en tu entrenamiento y lograr una adecuada marca en una carrera, entrenar en ayunas NO te ayuda a esto. . Entrenar en ayunas es solo una estrategia que se recomienda en…",Practice_sports,"si estas buscando reducir la fatiga , rendir más en tu entrenamiento y lograr una adecuada marca en una carrera , entrenar en ayunas no te ayuda a esto . . entrenar en ayunas es solo una estrategia que se recomienda en …"
794,C57lU3EBAAhePzzDm29D,"Mi papá de 60 años, fumador, no quiere quedarse en casa por que la alcaldesa dijo que era una gripita, que no es tan grave y que le están metiendo pánico a la gente, se fue a la calle. 🤯",Other,"mi papá de <number> años , fumador , no quiere quedarse en casa por que la alcaldesa dijo que era una gripita , que no es tan grave y que le están metiendo pánico a la gente , se fue a la calle . 🤯"
795,C57lU3EBAAhePzzDoYJX,"Que problema con mi yo y mi otro después de cada comida, quien lava la loza! Ninguno quiere levantar el plato, y pues yo tampoco lo pienso hacer aja yo cocine!",Other,"que problema con mi yo y mi otro después de cada comida , quien lava la loza ! ninguno quiere levantar el plato , y pues yo tampoco lo pienso hacer aja yo cocine !"
796,CJ7lU3EBAAhePzzDqqEo,"Qué alegría ver a los pareceros salir adelante, cumplir metas🙌🙏",Positive,"qué alegría ver a los pareceros salir adelante , cumplir metas 🙌 🙏"
797,CZ7lU3EBAAhePzzDm29D,"¡Tarde de triunfos! 🎽👟Durante la primera jornada del Torneo #Uncoli de #Atletismo, categoría Infantil, Juvenil y Mayores, nuestros estudiantes ganaron cuatro medallas de oro 🥇, dos de plata 🥈, y una de bronce🥉. Forza ragazzi! 💪🏻🇮🇹",Practice_sports,"¡ tarde de triunfos ! 🎽 👟 durante la primera jornada del torneo <hashtag> uncoli </hashtag> de <hashtag> atletismo </hashtag> , categoría infantil , juvenil y mayores , nuestros estudiantes ganaron cuatro medallas de oro 🥇 , dos de plata 🥈 , y una de bronce 🥉 . forza ragazzi ! 💪 🏻 🇮 🇹"
798,CZ7lU3EBAAhePzzDqqP1,2 años de felicidad 👧🏻❤️,Positive,<number> años de felicidad 👧 🏻 ❤️
799,Cp7lU3EBAAhePzzDmm2n,"Los ingleses han creado delicias como: La pizza, el pescado con papas fritas o Dua Lipa...",Non-healthy,"los ingleses han creado delicias como : la pizza , el pescado con papas fritas o dua lipa . <repeated>"
800,Cp7lU3EBAAhePzzDmm6n,"Vienen a mi mente aquellos momentos en donde nos tendiamos en el suelo a fumar hierba y beber licor... reír, hacer el amor, discutir, hablar. Y aunque el tiempo se sienta cada vez menos, es inevitable pensar que pronto será un año desde que no estás.",Negative,"vienen a mi mente aquellos momentos en donde nos tendiamos en el suelo a fumar hierba y beber licor . <repeated> reír , hacer el amor , discutir , hablar . y aunque el tiempo se sienta cada vez menos , es inevitable pensar que pronto será un año desde que no estás ."
801,Cp7lU3EBAAhePzzDoofQ,"Quisiera reunión con mis primos, como antes se armaba el zafarrancho y nos íbamos pal parque, jugábamos en la casa donde nos reuníamos y todo era felicidad y risas",Other,"quisiera reunión con mis primos , como antes se armaba el zafarrancho y nos íbamos pal parque , jugábamos en la casa donde nos reuníamos y todo era felicidad y risas"
802,Cp7lU3EBAAhePzzDrKdE,Yo me voy es a ENGORDAR de tanta cocinadera 😭 pero es que esa pizza de pollito con champiñones me quedó de-li-cio-sa.,Non-healthy,yo me voy es a <allcaps> engordar </allcaps> de tanta cocinadera 😭 pero es que esa pizza de pollito con champiñones me quedó de - li - cio - sa .
803,D57lU3EBAAhePzzDm29D,Sabiduría convencional para el fumador crónico en los tiempos del coronavirus. #COVIDー19,Other,sabiduría convencional para el fumador crónico en los tiempos del coronavirus . <hashtag> covidー 19 </hashtag>
804,D57lU3EBAAhePzzDmm2n,Mi mama me dio la vida pero la salchipapa mixta de míster pizza me dio las ganas de vivirla,Non-healthy,mi mama me dio la vida pero la salchipapa mixta de míster pizza me dio las ganas de vivirla
805,D57lU3EBAAhePzzDrKdE,"Mi mamá compro en el supermercado papas y gaseosa para disfrutar de la maratón de MLB. P.D1: Ya están desinfectadas horas antes. P.D2: Ya no hay pizza pre-hecha en el súper, lamentablemente.",Non-healthy,"mi mamá compro en el supermercado papas y gaseosa para disfrutar de la maratón de <allcaps> mlb </allcaps> . p . d1 : ya están desinfectadas horas antes . p . d2 : ya no hay pizza pre - hecha en el súper , lamentablemente ."
806,DJ7lU3EBAAhePzzDm29D,"«No tengo coronavirus, solo soy fumador» Una camiseta que diga. Ub",Other,"« no tengo coronavirus , solo soy fumador » una camiseta que diga . ub"
807,DJ7lU3EBAAhePzzDmm2n,Le dije al que me gusta que si veíamos TikTok mientras comíamos pizza y me dijo que sí. #sepuede,Non-healthy,le dije al que me gusta que si veíamos tiktok mientras comíamos pizza y me dijo que sí . <hashtag> se puede </hashtag>
808,DJ7lU3EBAAhePzzDnXZq,Este que sueñuo es?? 😫,Negative,este que sueñuo es ? <repeated> 😫
809,DJ7lU3EBAAhePzzDrKdE,"#retoCulinario #yomequedoencasa #cuarentena Aprendiendo a hacer Pizza en Bogotá, Colombia",Healthy,"<hashtag> reto culinario </hashtag> <hashtag> yo me quedo en casa </hashtag> <hashtag> c u aren t ena </hashtag> aprendiendo a hacer pizza en bogotá , colombia"
810,DZ7lU3EBAAhePzzDm29D,"Ayer me tocó un fumador preocupado con el coronavirus. Me tuve que esforzar demasiado para no reírme en su cara. No me juzguen, paz y amor para todos.",Other,"ayer me tocó un fumador preocupado con el coronavirus . me tuve que esforzar demasiado para no reírme en su cara . no me juzguen , paz y amor para todos ."
811,DZ7lU3EBAAhePzzDmm2n,Comer pizza sin queso es como comerse una polla con condón.,Non-healthy,comer pizza sin queso es como comerse una polla con condón .
812,DZ7lU3EBAAhePzzDoIDR,Que tu cuerpo es mi lugar favorito y tu boca es mi comida favorita😋,Other,que tu cuerpo es mi lugar favorito y tu boca es mi comida favorita 😋
813,DZ7lU3EBAAhePzzDq6W_,#CoffeeMornings ¿Podría la energía que nos da la cafeína funcionar mejor antes de ir al gimnasio? 🤓☕️#MisEjerciciosEnCasaSon,Practice_sports,<hashtag> coffee mornings </hashtag> ¿ podría la energía que nos da la cafeína funcionar mejor antes de ir al gimnasio ? 🤓 ☕ ️ <hashtag> mis ejercicios en casa son </hashtag>
814,DZ7lU3EBAAhePzzDrKdE,Hice pizza y soy feliz,Non-healthy,hice pizza y soy feliz
815,DZ7lU3EBAAhePzzDrKi9,"Me duele el estómago todo el tiempo, osea ya ni se que hacer, y ahora me tomo un agua de cebolla...",Healthy,"me duele el estómago todo el tiempo , osea ya ni se que hacer , y ahora me tomo un agua de cebolla . <repeated>"
816,Dp7lU3EBAAhePzzDmm2n,Me huele a pizza gratis de Domino's. 🤷🏻‍♀️,Non-healthy,me huele a pizza gratis de domino ' s . 🤷 🏻 ‍ ♀️
817,Dp7lU3EBAAhePzzDmm6n,"Chirretes suben a un bus fumando hierba y son apoyados por otros subnormales que se creen malandros por ""fumar bareta"" y decir ""rótelo"", y la gente debe aguantarse el olor. Si ud hace de su vida un mierdero es su decisión pero no joda a los demás con el olor de su decadencia",Other,"chirretes suben a un bus fumando hierba y son apoyados por otros subnormales que se creen malandros por "" fumar bareta "" y decir "" rótelo "" , y la gente debe aguantarse el olor . si ud hace de su vida un mierdero es su decisión pero no joda a los demás con el olor de su decadencia"
818,Dp7lU3EBAAhePzzDoYFX,Pizza de brócoli demasiado rica. 😍😍😍,Healthy,pizza de brócoli demasiado rica . 😍 😍 😍
819,Dp7lU3EBAAhePzzDpZBU,3er saco de compra 🙏 gracias señor multiplicalo ❤️😪,Positive,3 er saco de compra 🙏 gracias señor multiplicalo ❤️ 😪
820,Dp7lU3EBAAhePzzDq6W_,"Por lo que se ve en los challenges de Instagram, hay mucha selfie en el gimnasio que era puro humo",Other,"por lo que se ve en los challenges de instagram , hay mucha selfie en el gimnasio que era puro humo"
821,Dp7lU3EBAAhePzzDqZ9x,"El día que tenga mi casa, lo primero que haré será un gimnasio! He dicho.",Practice_sports,"el día que tenga mi casa , lo primero que haré será un gimnasio ! he dicho ."
822,Dp7lU3EBAAhePzzDrKdE,Esa pizza que me comí me supo a gloria!!!,Non-healthy,esa pizza que me comí me supo a gloria ! <repeated>
823,E57lU3EBAAhePzzDmm2n,send abrazos y pizza para el frio ahora mismo,Non-healthy,send abrazos y pizza para el frio ahora mismo
824,E57lU3EBAAhePzzDnHPl,@jjaramishoo Yo casi me atragando porque vi eso mientras desayunaba. 😂😂😂,Positive,<user> yo casi me atragando porque vi eso mientras desayunaba . 😂 😂 😂
825,E57lU3EBAAhePzzDo4lT,Ando dulce... SOLO GANADAS EN PARCHIS😎,Positive,ando dulce . <repeated> <allcaps> solo ganadas en parchis </allcaps> 😎
826,E57lU3EBAAhePzzDo4rQ,Torta de zanahoria 🥕 Ingredientes: 250 gr Harina 4 Huevos 1 tasa Azucar blanca 250 ml Aceite 1/2 tasa Azucar morena 250 gr Zanahoria 12/ tasa Almendra 1 cda Canela 1 cda Polvo hornear 1/2 cda Biscarbonato 1…,Healthy,torta de zanahoria 🥕 ingredientes : <number> gr harina <number> huevos <number> tasa azucar blanca <number> ml aceite <number> / <number> tasa azucar morena <number> gr zanahoria <number> / tasa almendra <number> cda canela <number> cda polvo hornear <number> / <number> cda biscarbonato <number> …
827,E57lU3EBAAhePzzDo4vQ,Esas fotos fueron orgasmicas y yo tengo mucho hambre! 🤦🏽‍♂️ Quede como los buñuelos de la segunda... 🙄😂 RT @SixPicsOficial:,Positive,esas fotos fueron orgasmicas y yo tengo mucho hambre ! 🤦 🏽 ‍ ♂️ quede como los buñuelos de la segunda . <repeated> 🙄 😂 rt <user> :
828,E57lU3EBAAhePzzDoYPT,Día de cuarentena cuarentayochomil ya domino esa vuelta 😂 RT @LauraXimenaag: Se había demorado la parálisis del sueño en aparecer.,Positive,día de cuarentena cuarentayochomil ya domino esa vuelta 😂 rt <user> : se había demorado la parálisis del sueño en aparecer .
829,E57lU3EBAAhePzzDq6S_,La ansiedad no me deja dormir Dios mío que ganas de tomarme una selfie con una escopeta,Negative,la ansiedad no me deja dormir dios mío que ganas de tomarme una selfie con una escopeta
830,E57lU3EBAAhePzzDq6W_,Voy a tener q vender ropa de gimnasio porque todo mi Instagram esta modo fit,Other,voy a tener q vender ropa de gimnasio porque todo mi instagram esta modo fit
831,E57lU3EBAAhePzzDqJpp,De verdad que ésta cuarentena me enseñó hasta a cocinar! 😌,Positive,de verdad que ésta cuarentena me enseñó hasta a cocinar ! 😌
832,E57lU3EBAAhePzzDrKZE,"""El deporte es preservador de la salud"" Hipócrates. 🏋🏻‍♂️🧘🏽‍♀️🏃🏼‍♀️ #6Abr",Other,""" el deporte es preservador de la salud "" hipócrates . 🏋 🏻 ‍ ♂️ 🧘 🏽 ‍ ♀️ 🏃 🏼 ‍ ♀️ <hashtag> 6 abr </hashtag>"
833,E57lU3EBAAhePzzDrKdE,Iba a hacer ejercicio pero neh. Comeré pizza y me pondré a ver películas.,Non-healthy,iba a hacer ejercicio pero neh . comeré pizza y me pondré a ver películas .
834,EJ7lU3EBAAhePzzDmm2n,Ese parche de tomar juguito y comer pizza los martes está re percho.,Non-healthy,ese parche de tomar juguito y comer pizza los martes está re percho .
835,EJ7lU3EBAAhePzzDn3kc,El almuerzo fue arroz con guandules y tostones y Cuba vino hasta acá mientras sonaba en el tocadiscos Feliz encuentro de Celia Cruz y La Sonora Matancera. ¡Wow!,Healthy,el almuerzo fue arroz con guandules y tostones y cuba vino hasta acá mientras sonaba en el tocadiscos feliz encuentro de celia cruz y la sonora matancera . ¡ wow !
836,EJ7lU3EBAAhePzzDp5dh,"Llevo casi un año de freidor en el Movistar Arena, y nunca en la puta vida me había quemado un pie. Los brazos si, pero un pie? Cuarentena hpta.😫😫😫",Negative,"llevo casi un año de freidor en el movistar arena , y nunca en la puta vida me había quemado un pie . los brazos si , pero un pie ? cuarentena hpta . 😫 😫 😫"
837,EJ7lU3EBAAhePzzDpI1L,¿Que saben ustedes de cosas bellas? RT @capriqornio: Por favor vean el espectáculo de hamburguesa que acabo de preparaaar,Non-healthy,¿ que saben ustedes de cosas bellas ? rt <user> : por favor vean el espectáculo de hamburguesa que acabo de preparaar <elongated>
838,EJ7lU3EBAAhePzzDq6S_,"Que feo sentir, ante la más mínima señal, una ansiedad rara 😣 Quiero creer que es el medicamento",Negative,"que feo sentir , ante la más mínima señal , una ansiedad rara 😣 quiero creer que es el medicamento"
839,EJ7lU3EBAAhePzzDq6W_,"Ni estando en el gimnasio, me dolió tanto el cuerpo 😣, además no puedo creer que después de semejante totazo, me dé cuenta un día después que tengo un chichón en la cabeza🤦🏻‍♀️",Practice_sports,"ni estando en el gimnasio , me dolió tanto el cuerpo 😣 , además no puedo creer que después de semejante totazo , me dé cuenta un día después que tengo un chichón en la cabeza 🤦 🏻 ‍ ♀️"
840,EJ7lU3EBAAhePzzDrKdE,Pizza para el alma.,Non-healthy,pizza para el alma .
841,EZ7lU3EBAAhePzzDmm2n,Pizza Callejera #ilustradorescolombianos #ilustradoresbogotanos #dibujos #art #drawing #dibujo #arte #cartoon #os #digitalart #ilustracion #artwork #artoftheday #pencil #instaartist #pizza #sexy #lingerie #nigth,Non-healthy,pizza callejera <hashtag> i lust r adores colombiano s </hashtag> <hashtag> i lust r adores bogota nos </hashtag> <hashtag> d ibu jos </hashtag> <hashtag> art </hashtag> <hashtag> drawing </hashtag> <hashtag> d ibu jo </hashtag> <hashtag> arte </hashtag> <hashtag> cartoon </hashtag> <hashtag> os </hashtag> <hashtag> digital art </hashtag> <hashtag> il us traci on </hashtag> <hashtag> artwork </hashtag> <hashtag> art of the day </hashtag> <hashtag> pencil </hashtag> <hashtag> insta artist </hashtag> <hashtag> pizza </hashtag> <hashtag> sexy </hashtag> <hashtag> lingerie </hashtag> <hashtag> nigth </hashtag>
842,EZ7lU3EBAAhePzzDq6W_,Tengo mejor físico yo jajajajaja sin ir al gimnasio y comiendo 2000 de pan al día. RT @Natabla__: De verdad ese tipo levantará algo?Jajajajajajaj,Other,tengo mejor físico yo jajajajaja sin ir al gimnasio y comiendo <number> de pan al día . rt <user> : de verdad ese tipo levantará algo ? jajajajajajaj
843,EZ7lU3EBAAhePzzDqJ3y,No sean el tipo de persona que hay que estar detrás recordándole sus deudas 😫,Negative,no sean el tipo de persona que hay que estar detrás recordándole sus deudas 😫
844,EZ7lU3EBAAhePzzDqqAo,Cocierto de nelson😎,Positive,cocierto de nelson 😎
845,EZ7lU3EBAAhePzzDqqL1,#TipsDeNutrición Es momento de evitar que nuestras defensas se debiliten por tal motivo es importante darle a nuestro cuerpo las vitaminas y minerales que podemos encontrar en los alimentos que tenemos a la mano. Alimentarnos sanamente es prevenir el #coronavirus @UEenColombia,Healthy,<hashtag> tips de nutrición </hashtag> es momento de evitar que nuestras defensas se debiliten por tal motivo es importante darle a nuestro cuerpo las vitaminas y minerales que podemos encontrar en los alimentos que tenemos a la mano . alimentarnos sanamente es prevenir el <hashtag> coronavirus </hashtag> <user>
846,EZ7lU3EBAAhePzzDrKZE,Imaginarse lo que está por venir es un deporte de alto riesgo.,Other,imaginarse lo que está por venir es un deporte de alto riesgo .
847,EZ7lU3EBAAhePzzDrKdE,lo primero que haré cuando ya pueda salir será comerme una pizza más grande que mi cabeza.,Non-healthy,lo primero que haré cuando ya pueda salir será comerme una pizza más grande que mi cabeza .
848,Ep7lU3EBAAhePzzDn3yc,Gente q le pone el alma ❤️por mas gente así. RT @joselincamila17: Que ganas de chupar un pene broh,Positive,gente q le pone el alma ❤️ por mas gente así . rt <user> : que ganas de chupar un pene broh
849,Ep7lU3EBAAhePzzDq6S_,"Qué pesada eres ansiedad, déjame dormir.",Negative,"qué pesada eres ansiedad , déjame dormir ."
850,Ep7lU3EBAAhePzzDqJtp,Disfruto de la comida que prepara mi mami todos los días 🥰,Positive,disfruto de la comida que prepara mi mami todos los días 🥰
851,Ep7lU3EBAAhePzzDrKZE,Esperamos muy pronto disfrutar del deporte que nos encanta 🎾 en Club de Tenis el Campin,Other,esperamos muy pronto disfrutar del deporte que nos encanta 🎾 en club de tenis el campin
852,F57lU3EBAAhePzzDmm2n,Quiero invitar a comer una hamburguesa re áspera a mi pareja. Porfa ¿Quién me recomienda una pareja?,Non-healthy,quiero invitar a comer una hamburguesa re áspera a mi pareja . porfa ¿ quién me recomienda una pareja ?
853,F57lU3EBAAhePzzDp5ji,"Yo puedo vivir donde sea, pero en mi corazón siempre estará el barrio ❤️",Positive,"yo puedo vivir donde sea , pero en mi corazón siempre estará el barrio ❤️"
854,F57lU3EBAAhePzzDq6S_,Jodeeer que ansiedad!!!#LaCasaDePapel,Negative,joder <elongated> que ansiedad ! <repeated> <hashtag> la casa de papel </hashtag>
855,FJ7lU3EBAAhePzzDmm2n,"Creer que te mueves y avanzas mientras permaneces en tu zona de confort es como creer que vas a rebajar de peso comiendo pizza, hamburguesa y postre... #somosfelices",Negative,"creer que te mueves y avanzas mientras permaneces en tu zona de confort es como creer que vas a rebajar de peso comiendo pizza , hamburguesa y postre . <repeated> <hashtag> somos felices </hashtag>"
856,FJ7lU3EBAAhePzzDo4lT,"Ya ni ganas dan de cocinar, arroz queso, atún y salee🤙🏾",Healthy,"ya ni ganas dan de cocinar , arroz queso , atún y salee 🤙 🏾"
857,FJ7lU3EBAAhePzzDq6W_,No les pasa que les dan ataques de volver al gimnasio en plena cuarentena? Jeje,Practice_sports,no les pasa que les dan ataques de volver al gimnasio en plena cuarentena ? jeje
858,FJ7lU3EBAAhePzzDrKdE,Que ganas de pizza y cerveza🥺,Non-healthy,que ganas de pizza y cerveza 🥺
859,FZ7lU3EBAAhePzzDmm2n,Cuando yo era pequeño quería ser mototaxista me compré una moto la estrelle la volví mierda y me tocó fue aprender hacer pizza,Other,cuando yo era pequeño quería ser mototaxista me compré una moto la estrelle la volví mierda y me tocó fue aprender hacer pizza
860,FZ7lU3EBAAhePzzDnHPl,"Salmón, arroz con coco y el que no falla 🥑 Síganme para más recetas 😋",Healthy,"salmón , arroz con coco y el que no falla 🥑 síganme para más recetas 😋"
861,FZ7lU3EBAAhePzzDoIDR,Hoy es uno de esos días en los que no me aguanto ni yo 🙄 que agobio de verdad 😓😪,Negative,hoy es uno de esos días en los que no me aguanto ni yo 🙄 que agobio de verdad 😓 😪
862,FZ7lU3EBAAhePzzDooZS,"No voy a olvidar, que te llevo siempre en mis oraciones, no voy a olvidar, que eres todo lo que quiero decir, que el olvido ya no es parte de mi y estar lejos me hace daño hasta el fin, pero lejos yo estoy cerca de ti 😪",Negative,"no voy a olvidar , que te llevo siempre en mis oraciones , no voy a olvidar , que eres todo lo que quiero decir , que el olvido ya no es parte de mi y estar lejos me hace daño hasta el fin , pero lejos yo estoy cerca de ti 😪"
863,FZ7lU3EBAAhePzzDq6W_,"Gente que tiene trotadora, simulador y gimnasio en casa: RT @RaJHeP: Dios mío no voy a salir cuerdo de esto.",Other,"gente que tiene trotadora , simulador y gimnasio en casa : rt <user> : dios mío no voy a salir cuerdo de esto ."
864,FZ7lU3EBAAhePzzDrKZE,Día Internacional del Deporte para el Desarrollo y la Paz.,Other,día internacional del deporte para el desarrollo y la paz .
865,Fp7lU3EBAAhePzzDooVS,"No sé que tan exquisitos sean para comer, pero acabo de almorzar pastas con unas lentejas que me quedaron de ayer y dejenme decirle que DIOS DE LA VIDA, primera vez que hago esa combinación y que riiicooooo. Cosas de la cuarentena pues!",Healthy,"no sé que tan exquisitos sean para comer , pero acabo de almorzar pastas con unas lentejas que me quedaron de ayer y dejenme decirle que <allcaps> dios de la vida </allcaps> , primera vez que hago esa combinación y que rico <elongated> . cosas de la cuarentena pues !"
866,Fp7lU3EBAAhePzzDoojQ,"INGREDIENTES: una taza de arroz 🍚 4 cucharadas de cebolla 🧅 en julianas, 1 tallo de apio , 1 zanahoria 🥕 rayada, aceite de oliva, dos dientes de ajo 🧄, 200 gramos de carne de cerdo marinadas con pimienta y sal al gusto, medio pimentón partido en julianas. #quedateencasa",Healthy,"<allcaps> ingredientes </allcaps> : una taza de arroz 🍚 <number> cucharadas de cebolla 🧅 en julianas , <number> tallo de apio , <number> zanahoria 🥕 rayada , aceite de oliva , dos dientes de ajo 🧄 , <number> gramos de carne de cerdo marinadas con pimienta y sal al gusto , medio pimentón partido en julianas . <hashtag> que date en casa </hashtag>"
867,Fp7lU3EBAAhePzzDpIxL,Hamburguesa Alitas Costillitas Pollo Gym 🥺 urge ! @andrehrndz05 @sebasmanrique @JamesPerezS @Duvanex01 @formsofpao RT @CristianF_Md: 5 antojos de encierro y tags - Sushi -Alitas -pan -Gimnasio -lord of the rings @KathalinaAngie @Andres_FMotta @BrayanSoto_31 @DaniiC04 @CamilaPascuas,Non-healthy,hamburguesa alitas costillitas pollo gym 🥺 urge ! <user> <user> <user> <user> <user> rt <user> : <number> antojos de encierro y tags - sushi - alitas - pan - gimnasio - lord of the rings <user> <user> <user> <user> <user>
868,Fp7lU3EBAAhePzzDpZFU,"El negro by Sexteto Juventud (Vzla) canta Carlos ""Tabaco"" Quintana Son Montuno",Other,"el negro by sexteto juventud ( vzla ) canta carlos "" tabaco "" quintana son montuno"
869,Fp7lU3EBAAhePzzDppXl,Mi mujer me va a dejar porque me le calvié 🌝😂,Negative,mi mujer me va a dejar porque me le calvié 🌝 😂
870,Fp7lU3EBAAhePzzDq6S_,Ansiedad,Negative,ansiedad
871,Fp7lU3EBAAhePzzDqqP1,Que felicidad hoy mi mama va hacer Lasagna,Positive,que felicidad hoy mi mama va hacer lasagna
872,G57lU3EBAAhePzzDmm2n,"Pedí una hamburguesa por Rappi con la intención de comer algo rico y sentirme mejor y adivinen... No traía papitas, no quedé lleno y no me siento mejor.",Non-healthy,"pedí una hamburguesa por rappi con la intención de comer algo rico y sentirme mejor y adivinen . <repeated> no traía papitas , no quedé lleno y no me siento mejor ."
873,G57lU3EBAAhePzzDpI_J,Me escapé un ratico para ver a esta bebeeeee @Itamara34 ❤️,Positive,me escapé un ratico para ver a esta bebe <elongated> <user> ❤️
874,G57lU3EBAAhePzzDq6S_,Me huele a otro ataque de ansiedad...,Negative,me huele a otro ataque de ansiedad . <repeated>
875,G57lU3EBAAhePzzDq6W_,Un minuto de silencio por los que pagaron un año de gimnasio en febrero jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaja,Other,un minuto de silencio por los que pagaron un año de gimnasio en febrero jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaja
876,G57lU3EBAAhePzzDqqP1,"Usté quédese en donde esté su felicidad, llave.",Positive,"usté quédese en donde esté su felicidad , llave ."
877,GJ7lU3EBAAhePzzDmm2n,"llego de la universidad y mi mamá me tiene hamburguesa con papas, al menos no todo estuvo mal en este día. 😴",Non-healthy,"llego de la universidad y mi mamá me tiene hamburguesa con papas , al menos no todo estuvo mal en este día . 😴"
878,GJ7lU3EBAAhePzzDn3yc,Soy turista 😎🤣,Positive,soy turista 😎 🤣
879,GJ7lU3EBAAhePzzDnXVq,"Mk que lindo cuando me envian dados en parchis, no tengo puta idea que significa eso pero gracias. 😂😂😂😂😂😂",Positive,"mk que lindo cuando me envian dados en parchis , no tengo puta idea que significa eso pero gracias . 😂 😂 😂 😂 😂 😂"
880,GJ7lU3EBAAhePzzDp5Zh,Selección natural RT @ChalecosAmarill: 📽☣ #COVID19 #Brasil 🇧🇷 😡Los bolsonaristas se convertieron en una amenaza para la humanidad😡 ⚠️Hoy salieron a la calle otra vez a pedir el fin de la cuarentena #coronavirus decretada por gobernadores y alcaldes de Brasil.,Negative,selección natural rt <user> : 📽 ☣ <hashtag> covid 19 </hashtag> <hashtag> brasil </hashtag> 🇧 🇷 😡 los bolsonaristas se convertieron en una amenaza para la humanidad 😡 ⚠️ hoy salieron a la calle otra vez a pedir el fin de la cuarentena <hashtag> coronavirus </hashtag> decretada por gobernadores y alcaldes de brasil .
